position	smiles	name
neg_B2	c1coc(CNc2ncnc3c2[nH]cn3)c1	zzz
neg_C2	CC1(C)CC(C(=O)O)C2CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1	zzz
neg_D2	C=CC1(C)CC(=O)C2(O)C(C)(O1)C(OC(C)=O)C(O)C1C(C)(C)CCC(O)C12C	zzz
neg_E2	Oc1ccc(C2COc3cc(O)ccc3C2)cc1	zzz
neg_F2	NCC(=O)CCC(=O)O	zzz
neg_G2	C#CC1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C	zzz
neg_H2	COc1cc(C=O)ccc1O	zzz
neg_A3	NCC(O)c1ccc(O)cc1	zzz
neg_B3	O=C(/C=C/c1ccc(O)c(O)c1)OC(Cc1ccc(O)c(O)c1)C(=O)O	zzz
neg_C3	COc1cc(C(=O)O)cc(OC)c1O	zzz
neg_D3	COC(=O)c1cc(OC)c(O)cc1	zzz
neg_E3	O=c1cc(-c2ccccc2)oc2c1cc(O)cc2	zzz
neg_F3	NC(=O)c1c(N)[nH]cn1	zzz
neg_G3	CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C	zzz
neg_H3	CC(C)C(NC(=O)C(CC(=O)O)NC(=O)C(CCCCN)NC(=O)C(N)CCCNC(=N)N)C(=O)NC(Cc1ccc(O)cc1)C(=O)O	zzz
neg_A4	O=c1ccc2c(cc(O)cc2)o1	zzz
neg_B4	O=C(O)/C=C/c1ccccc1	zzz
neg_C4	O=C(O)c1ccc(O)cc1	zzz
neg_D4	O=C/C=C/c1ccccc1	zzz
neg_E4	C[N+]1(C)CCCC1C(=O)[O-]	zzz
neg_F4	O=C(O)CCC(=O)O	zzz
neg_G4	O=C(O)CCc1ccc(O)cc1	zzz
neg_H4	O=C(O)/C=C/CCCCCCCO	zzz
neg_A5	CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)C(=O)C(O)CC2(C)C)C(C)(C)CC(O)C1=O	zzz
neg_B5	COc1c(O)cccc1	zzz
neg_C5	Oc1c(O)c(O)ccc1	zzz
neg_D5	O=C(O)C1(O)CC(O)C(O)C(O)C1	zzz
neg_E5	COc1ccc(-c2coc3c(ccc(OC)c3)c2=O)cc1	zzz
neg_F5	O=CC(NS(=O)(=O)O)C(O)C(O)C(O)CO	zzz
neg_G5	COc1c(OC)cc(CC(=O)O)cc1	zzz
neg_H5	O=c1cc(-c2ccccc2)oc2c1cccc2	zzz
neg_A6	CCCCCCCCCCCCCCCCCCOCC(O)CO	zzz
